"phylum","class","order","family","genus","species"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Agriopis","Agriopis aurantiaria"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Agriopis","Agriopis leucophaearia"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Agriopis","Agriopis marginaria"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes acuminatus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes gallicus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes lineatus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes obscurus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes pallidulus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes pilosellus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes sordidus"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes sputator"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agriotes","Agriotes ustulatus"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila deliella"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila geniculea"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila inquinatella"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila latistria"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila selasella"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila straminella"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agriphila","Agriphila tristella"
"Arthropoda","Insecta","Lepidoptera","Sphingidae","Agrius","Agrius convolvuli"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola circellaris"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola helvola"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola litura"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola lota"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola lunosa"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola lychnidis"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola macilenta"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrochola","Agrochola nitida"
"Arthropoda","Arachnida","Araneae","Liocranidae","Agroeca","Agroeca brunnea"
"Arthropoda","Arachnida","Araneae","Liocranidae","Agroeca","Agroeca inopina"
"Arthropoda","Arachnida","Araneae","Liocranidae","Agroeca","Agroeca proxima"
"Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza albipennis"
"Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza frontella"
"Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza mobilis"
"Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza nigripes"
"Arthropoda","Insecta","Diptera","Agromyzidae","Agromyza","Agromyza pseudoreptans"
"Chordata","Aves","Passeriformes","Sturnidae","Agropsar","Agropsar sturninus"
"Arthropoda","Insecta","Lepidoptera","Crambidae","Agrotera","Agrotera nemoralis"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Agrothereutes","Agrothereutes abbreviatus"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Agrothereutes","Agrothereutes mandator"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis cinerea"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis clavis"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis exclamationis"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis ipsilon"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis puta"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis ripae"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis segetum"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis trux"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis vestigialis"
"Arthropoda","Insecta","Trichoptera","Phryganeidae","Agrypnia","Agrypnia obsoleta"
"Arthropoda","Insecta","Trichoptera","Phryganeidae","Agrypnia","Agrypnia pagetana"
"Arthropoda","Insecta","Trichoptera","Phryganeidae","Agrypnia","Agrypnia varia"
"Arthropoda","Insecta","Coleoptera","Elateridae","Agrypnus","Agrypnus murinus"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Agrypon","Agrypon flaveolatum"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Agrypon","Agrypon flexorium"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Agrypon","Agrypon varitarsum"
"Arthropoda","Insecta","Hemiptera","Cicadellidae","Aguriahana","Aguriahana stellulata"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta affinis"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta cauta"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta conigera"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta decora"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta innotabilis"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta ramosa"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta rurestris"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Agyneta","Agyneta saxatilis"
"Arthropoda","Insecta","Coleoptera","Agyrtidae","Agyrtes","Agyrtes bicolor"
"Arthropoda","Insecta","Coleoptera","Silvanidae","Ahasverus","Ahasverus advena"
"Chordata","Aves","Anseriformes","Anatidae","Aix","Aix galericulata"
"Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa"
"Arthropoda","Insecta","Coleoptera","Apionidae","Aizobius","Aizobius sedi"
"Arthropoda","Malacostraca","Tanaidacea","Akanthophoreidae","Akanthophoreus","Akanthophoreus gracilis"
"Arthropoda","Arachnida","Sarcoptiformes","Chirodiscidae","Alabidocarpus","Alabidocarpus intercalatus"
"Arthropoda","Insecta","Lepidoptera","Oecophoridae","Alabonia","Alabonia geoffrella"
"Nematoda","Enoplea","Enoplida","Alaimidae","Alaimus","Alaimus parvus"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Alaobia","Alaobia scapularis"
"Platyhelminthes","Trematoda","Diplostomida","Diplostomidae","Alaria","Alaria alata"
"Chordata","Aves","Passeriformes","Alaudidae","Alauda","Alauda arvensis"
"Annelida","Clitellata","Hirudinida","Glossiphoniidae","Alboglossiphonia","Alboglossiphonia heteroclita"
"Chordata","Actinopteri","Cypriniformes","Leuciscidae","Alburnoides","Alburnoides bipunctatus"
"Chordata","Actinopteri","Cypriniformes","Leuciscidae","Alburnus","Alburnus alburnus"
"Chordata","Aves","Charadriiformes","Alcidae","Alca","Alca torda"
"Chordata","Aves","Coraciiformes","Alcedinidae","Alcedo","Alcedo atthis"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Alcis","Alcis bastelbergeri"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Alcis","Alcis jubata"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Alcis","Alcis repandata"
"Bryozoa","Gymnolaemata","Ctenostomatida","Alcyonidiidae","Alcyonidioides","Alcyonidioides mytili"
"Bryozoa","Gymnolaemata","Ctenostomatida","Alcyonidiidae","Alcyonidium","Alcyonidium diaphanum"
"Bryozoa","Gymnolaemata","Ctenostomatida","Alcyonidiidae","Alcyonidium","Alcyonidium gelatinosum"
"Bryozoa","Gymnolaemata","Ctenostomatida","Alcyonidiidae","Alcyonidium","Alcyonidium mamillatum"
"Cnidaria","Anthozoa","Alcyonacea","Alcyoniidae","Alcyonium","Alcyonium digitatum"
"Mollusca","Gastropoda",NA,"Limapontiidae","Alderia","Alderia modesta"
"Arthropoda","Insecta","Hemiptera","Cicadellidae","Alebra","Alebra albostriella"
"Arthropoda","Insecta","Hemiptera","Cicadellidae","Alebra","Alebra wahlbergi"
"Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris chukar"
"Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris rufa"
"Arthropoda","Insecta","Lepidoptera","Tortricidae","Aleimma","Aleimma loeflingiana"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes albitibia"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes alternator"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes angustipterus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes assimilis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes bicolor"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes borealis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes cantherius"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes circumscriptus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes compressor"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes coxalis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes cruentus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes diarsianae"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes dispar"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes dissector"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes esenbeckii"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes fortipes"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes gastritor"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes grassator"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes leptofemur"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes modestus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes mythimnae"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes nigriceps"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes nigricornis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes nobilis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes pallidator"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes pictus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes praetor"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes pulchripes"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes ruficornis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes rugulosus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes seriatus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes signatus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes similis"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes testaceus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes unipunctator"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Aleiodes","Aleiodes varius"
"Annelida","Polychaeta","Phyllodocida","Polynoidae","Alentia","Alentia gelatinosa"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara funebris"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara bilineata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara binotata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara bipustulata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara brevipennis"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara cuniculorum"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara curtula"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara fumata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara grisea"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara haematoptera"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara haemoptera"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara inconspicua"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara intricata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara kamila"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara laevigata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara lanuginosa"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara lata"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara milleri"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara moerens"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara moesta"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara obscurella"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara punctatella"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara sanguinea"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara spadicea"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara sparsa"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara tristis"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara verna"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aleochara","Aleochara villosa"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Aleucis","Aleucis distinctata"
"Arthropoda","Insecta","Hemiptera","Aleyrodidae","Aleurochiton","Aleurochiton aceris"
"Arthropoda","Insecta","Hemiptera","Aleyrodidae","Aleuroclava","Aleuroclava jasmini"
"Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Aleuroglyphus","Aleuroglyphus ovatus"
"Arthropoda","Insecta","Neuroptera","Coniopterygidae","Aleuropteryx","Aleuropteryx loewii"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Alevonota","Alevonota egregia"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Alevonota","Alevonota rufotestacea"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Alexeter","Alexeter coxalis"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Alexeter","Alexeter gracilentus"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Alexeter","Alexeter multicolor"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Alexeter","Alexeter nebulator"
"Arthropoda","Insecta","Hemiptera","Aleyrodidae","Aleyrodes","Aleyrodes lonicerae"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Alianta","Alianta incana"
"Mollusca","Gastropoda","Stylommatophora","Clausiliidae","Alinda","Alinda biplicata"
"Chordata","Aves","Psittaciformes","Psittacidae","Alisterus","Alisterus scapularis"
"Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","Alitta succinea"
"Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","Alitta virens"
"Arthropoda","Collembola","Symphypleona","Sminthuridae","Allacma","Allacma fusca"
"Arthropoda","Collembola","Symphypleona","Sminthuridae","Allacma","Allacma gallica"
"Arthropoda","Diplopoda","Julida","Julidae","Allajulus","Allajulus nitidus"
"Arthropoda","Insecta","Coleoptera","Anthribidae","Allandrus","Allandrus undulatus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus basalis"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus calceatus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus cinctus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus cingillum"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus cingulatus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus didymus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus melanarius"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus rufocinctus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus togatus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus truncatus"
"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Allantus","Allantus viennensis"
"Chordata","Aves","Charadriiformes","Alcidae","Alle","Alle alle"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Allecula","Allecula morio"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Allecula","Allecula rhenana"
"Arthropoda","Insecta","Diptera","Anthomyiidae","Alliopsis","Alliopsis silvestris"
"Arthropoda","Insecta","Lepidoptera","Incurvariidae","Alloclemensia","Alloclemensia mesospilella"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allocotocera","Allocotocera pulchella"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia alternans"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia anglofennica"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia barbata"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia grata"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia lugens"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia lundstroemi"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia ornaticollis"
"Arthropoda","Insecta","Diptera","Mycetophilidae","Allodia","Allodia truncata"
"Nematoda","Enoplea","Dorylaimida","Qudsianematidae","Allodorylaimus","Allodorylaimus andrassyi"
"Arthropoda","Insecta","Hymenoptera","Vespidae","Allodynerus","Allodynerus delphinalis"
"Arthropoda","Insecta","Hymenoptera","Vespidae","Allodynerus","Allodynerus rossii"
"Arthropoda","Insecta","Hemiptera","Miridae","Alloeotomus","Alloeotomus germanicus"
"Arthropoda","Insecta","Trichoptera","Limnephilidae","Allogamus","Allogamus auricollis"
"Annelida","Clitellata","Haplotaxida","Lumbricidae","Allolobophora","Allolobophora chlorotica"
"Annelida","Clitellata","Haplotaxida","Lumbricidae","Allolobophoridella","Allolobophoridella eiseni"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Allomengea","Allomengea scopigera"
"Arthropoda","Arachnida","Araneae","Linyphiidae","Allomengea","Allomengea vidua"
"Arthropoda","Insecta","Coleoptera","Cleridae","Allonyx","Allonyx quadrimaculatus"
"Arthropoda","Insecta","Lepidoptera","Noctuidae","Allophyes","Allophyes oxyacanthae"
"Arthropoda","Insecta","Diptera","Piophilidae","Allopiophila","Allopiophila luteata"
"Arthropoda","Arachnida","Sarcoptiformes","Alloptidae","Alloptes","Alloptes crassipes"
"Arthropoda","Arachnida","Sarcoptiformes","Alloptidae","Alloptes","Alloptes limosae"
"Arthropoda","Arachnida","Sarcoptiformes","Alloptidae","Alloptes","Alloptes obtusolobus"
"Mollusca","Cephalopoda","Teuthida","Loliginidae","Alloteuthis","Alloteuthis subulata"
"Arthropoda","Arachnida","Trombidiformes","Trombidiidae","Allothrombium","Allothrombium fuliginosum"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta brachyptera"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta fulviceps"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta circumscripta"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta citripes"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta cursor"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta fuscicornis"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta leunisii"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta macrophadna"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta obscurata"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta pallidicornis"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta pleuralis"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta ramulifera"
"Arthropoda","Insecta","Hymenoptera","Figitidae","Alloxysta","Alloxysta victrix"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Allurus","Allurus lituratus"
"Arthropoda","Insecta","Hemiptera","Cicadellidae","Allygus","Allygus mixtus"
"Arthropoda","Insecta","Hemiptera","Cicadellidae","Allygus","Allygus modestus"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota cambrica"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota currax"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota gregaria"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota insecta"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota languida"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota longicollis"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota planifrons"
"Arthropoda","Insecta","Coleoptera","Staphylinidae","Aloconota","Aloconota sulcifrons"
"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Alomya","Alomya debellator"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Alona","Alona affinis"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Flavalona","Flavalona costata"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Alona","Alona guttata"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Coronatella","Coronatella rectangula"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Alonella","Alonella excisa"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Alonella","Alonella exigua"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Alonella","Alonella nana"
"Arthropoda","Branchiopoda","Diplostraca","Chydoridae","Alonopsis","Alonopsis elongata"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa aculeata"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa accentuata"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa cuneata"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa cursor"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa fabrilis"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa inquilina"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa pulverulenta"
"Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa trabalis"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Graptus","Graptus triguttatus"
"Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias vulpinus"
"Chordata","Aves","Anseriformes","Anatidae","Alopochen","Alopochen aegyptiaca"
"Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa alosa"
"Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa fallax"
"Arthropoda","Insecta","Coleoptera","Cerambycidae","Alosterna","Alosterna tabacicolor"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Alphitobius","Alphitobius diaperinus"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Alphitobius","Alphitobius laevigatus"
"Arthropoda","Insecta","Coleoptera","Tenebrionidae","Alphitophagus","Alphitophagus bifasciatus"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Alsophila","Alsophila aceraria"
"Arthropoda","Insecta","Lepidoptera","Geometridae","Alsophila","Alsophila aescularia"
"Arthropoda","Insecta","Lepidoptera","Gelechiidae","Altenia","Altenia scriptella"
"Arthropoda","Hexanauplia","Harpacticoida","Peltidiidae","Alteutha","Alteutha interrupta"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica aenescens"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica brevicollis"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica carinthiaca"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica ericeti"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica helianthemi"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica longicollis"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica lythri"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica oleracea"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica palustris"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica quercetorum"
"Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita grammodactyla"
"Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita hexadactyla"
"Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania","Alvania punctura"
"Arthropoda","Arachnida","Sarcoptiformes","Alycidae","Alycus","Alycus roseus"
"Arthropoda","Insecta","Hemiptera","Alydidae","Alydus","Alydus calcaratus"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Alysia","Alysia alticola"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Alysia","Alysia lucicola"
"Arthropoda","Insecta","Hymenoptera","Braconidae","Alysia","Alysia sophia"
"Arthropoda","Insecta","Hymenoptera","Crabronidae","Alysson","Alysson spinosus"
"Chordata","Amphibia","Anura","Alytidae","Alytes","Alytes obstetricans"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Amalorrhynchus","Amalorrhynchus melanarius"
"Arthropoda","Insecta","Coleoptera","Curculionidae","Amalus","Amalus scortillum"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara aenea"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara anthobia"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara apricaria"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara aulica"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara bifrons"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara brunnea"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara communis"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara consularis"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara convexior"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara convexiuscula"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara cursitans"
"Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara curta"
