"species_id","species_name","identification_reference"
13448,Helina lasiophthalma,"Macquart, 1835"
13449,Helina latitarsis,"Ringdahl, 1924"
13450,Helina obscurata,"Meigen, 1826"
13451,Helina pertusa,"Meigen, 1826"
13452,Helina protuberans,"Zetterstedt, 1845"
13453,Helina pubescens,"Stein, 1893"
13454,Helina quadrinotata,"Meigen, 1826"
13455,Helina quadrum,"Fabricius, 1805"
13456,Helina reversio,"Harris, 1780"
13457,Helina setiventris,"Ringdahl, 1924"
13458,Helina sexmaculata,"Preyssler, 1791"
13459,Helina tetrastigma,"Meigen, 1826"
13460,Helina trivittata,"Zetterstedt, 1860"
13461,Heliodines roesella,"Linnaeus, 1758"
13462,Heliophanus aeneus,"Hahn, 1832"
13463,Heliophanus auratus,"Koch, 1835"
13464,Heliophanus cupreus,"Walckenaer, 1802"
13465,Heliophanus dubius,"Koch, 1835"
13466,Heliophanus flavipes,"Hahn, 1832"
13467,Heliophanus kochii,"Simon, 1868"
13468,Heliophanus tribulosus,"Simon, 1868"
13469,Heliothela wulfeniana,"Scopoli, 1763"
13470,Heliothis maritima,"Graslin, 1855"
13471,Heliothis nubigera,"Herrich-Schäffer, 1851"
13472,Heliothis peltigera,"Denis & Schiffermüller, 1775"
13473,Heliothis viriplaca,"Hufnagel, 1766"
13474,Heliothrips haemorrhoidalis,"Bouché, 1833"
13475,Heliozela hammoniella,"Sorhagen, 1885"
13476,Heliozela resplendella,"Stainton, 1851"
13477,Heliozela sericiella,"Haworth, 1828"
13478,Helisoma duryi,"Wetherby, 1879"
13479,Helius flavus,"Walker, 1856"
13480,Helius longirostris,"Meigen, 1818"
13481,Helius pallirostris,"Edwards, 1921"
13482,Helix lucorum,"Linnaeus, 1758"
13483,Helix pomatia,"Linnaeus, 1758"
13484,Hellinsia carphodactyla,"Hübner, 1813"
13485,Hellinsia didactylites,"Ström, 1783"
13486,Hellinsia distinctus,"Herrich-Schäffer, 1855"
13487,Hellinsia lienigianus,"Zeller, 1852"
13488,Hellinsia tephradactyla,"Hübner, 1813"
13489,Hellula undalis,"Fabricius, 1781"
13490,Helobdella europaea,"Kutschera, 1987"
13491,Helobdella stagnalis,"Linnaeus, 1758"
13492,Helochares lividus,"Forster, 1771"
13493,Helochares obscurus,"Müller, 1776"
13494,Helochares punctatus,"Sharp, 1869"
13495,Helodrilus oculatus,"Hoffmeister, 1845"
13496,Helophilus affinis,"Wahlberg, 1844"
13497,Helophilus hybridus,"Loew, 1846"
13498,Helophilus pendulus,"Linnaeus, 1758"
13499,Helophilus trivittatus,"Fabricius, 1805"
13500,Helophora insignis,"Blackwall, 1841"
13501,Helophorus aequalis,"Thomson, 1868"
13502,Helophorus alternans,"Gené, 1836"
13503,Helophorus aquaticus,"Linnaeus, 1758"
13504,Helophorus arvernicus,"Mulsant, 1846"
13505,Helophorus asperatus,"Rey, 1885"
13506,Helophorus brevipalpis,"Bedel, 1881"
13507,Helophorus croaticus,"Kuwert, 1886"
13508,Helophorus dorsalis,"Marsham, 1802"
13509,Helophorus flavipes,"Fabricius, 1792"
13510,Helophorus fulgidicollis,"Motschulsky, 1860"
13511,Helophorus grandis,"Illiger, 1798"
13512,Helophorus granularis,"Linnaeus, 1760"
13513,Helophorus griseus,"Herbst, 1793"
13514,Helophorus laticollis,"Thomson, 1853"
13515,Helophorus longitarsis,"Wollaston, 1864"
13516,Helophorus maritimus,"Rey, 1885"
13517,Helophorus minutus,"Fabricius, 1775"
13518,Helophorus nanus,"Sturm, 1836"
13519,Helophorus nubilus,"Fabricius, 1777"
13520,Helophorus obscurus,"Mulsant, 1844"
13521,Helophorus porculus,"Bedel, 1881"
13522,Helophorus pumilio,"Erichson, 1837"
13523,Helophorus redtenbacheri,"Kuwert, 1885"
13524,Helophorus rufipes,"Bosc d'Antic, 1791"
13525,Helophorus strigifrons,"Thomson, 1868"
13526,Helophorus tuberculatus,"Gyllenhal, 1808"
13527,Helops caeruleus,"Linnaeus, 1758"
13528,Helorus anomalipes,"Panzer, 1798"
13529,Helorus nigripes,"Foerster, 1856"
13530,Helorus ruficornis,"Förster, 1856"
13531,Helorus striolatus,"Cameron, 1906"
13532,Helotropha leucostigma,"Hübner, 1808"
13533,Hemaris fuciformis,"Linnaeus, 1758"
13534,Hemaris tityus,"Linnaeus, 1758"
13535,Hemerobius atrifrons,"McLachlan, 1868"
13536,Hemerobius contumax,"Tjeder, 1932"
13537,Hemerobius fenestratus,"Tjeder, 1932"
13538,Hemerobius humulinus,"Linnaeus, 1758"
13539,Hemerobius lutescens,"Fabricius, 1793"
13540,Hemerobius micans,"Olivier, 1792"
13541,Hemerobius nitidulus,"Fabricius, 1777"
13542,Hemerobius perelegans,"Stephens, 1836"
13543,Hemerobius pini,"Stephens, 1836"
13544,Hemerobius simulans,"Walker, 1853"
13545,Hemerobius stigma,"Stephens, 1836"
13546,Hemerodromia beatica,"Collin, 1927"
13547,Hemerodromia oratoria,"Fallén, 1816"
13548,Hemerodromia raptoria,"Meigen, 1830"
13549,Hemerodromia unilineata,"Zetterstedt, 1842"
13550,Hemianaphothrips articulosus,"Priesner, 1925"
13551,Hemiarthrus abdominalis,"Kroyer, 1841"
13552,Hemibdella soleae,"Van Beneden & Hesse, 1863"
13553,Hemiberlesia lataniae,"Signoret, 1869"
13554,Hemiberlesia palmae,"Cockerell, 1893"
13555,Hemiberlesia rapax,"Comstock, 1881"
13556,Hemichneumon subdolus,"Wesmael, 1857"
13557,Hemichroa australis,"Serville, 1823"
13558,Hemichroa crocea,"Geoffroy, 1785"
13559,Hemiclepsis marginata,"Müller, 1774"
13560,Hemicrepidius hirtus,"Herbst, 1784"
13561,Hemicrepidius niger,"Linnaeus, 1758"
13562,Hemicriconemoides pseudobrachyurus,"De Grisse, 1964"
13563,Hemicycliophora conida,"Thorne, 1955"
13564,Hemicycliophora epicharoides,"Loof, 1969"
13565,Hemicycliophora macristhmus,"Loof, 1968"
13566,Hemicycliophora nucleata,"Loof, 1968"
13567,Hemicycliophora robusta,"Loof, 1968"
13568,Hemicycliophora thornei,"Goodey, 1963"
13569,Hemicycliophora triangulum,"Loof, 1968"
13570,Hemicycliophora typica,"De Man, 1921"
13571,Hemicytherura cellulosa,"Norman, 1865"
13572,Hemigrapsus sanguineus,"De Haan, 1835"
13573,Hemigrapsus takanoi,"Asakura & Watanabe, 2005"
13574,Hemilamprops roseus,"Norman, 1863"
13575,Hemileius initialis,"Berlese, 1908"
13576,Hemilepton nitidum,"Turton, 1822"
13577,Hemimacquartia paradoxa,"Brauer & von Bergenstamm, 1893"
13578,Hemimysis abyssicola,"Sars, 1869"
13579,Hemimysis anomala,"Sars, 1907"
13580,Hemimysis lamornae,"Couch, 1856"
13581,Hemineura dispar,"Tetens, 1891"
13582,Heminothrus targionii,"Berlese, 1885"
13583,Hemipenthes maura,"Linnaeus, 1758"
13584,Hemipenthes morio,"Linnaeus, 1758"
13585,Hemipenthes velutina,"Meigen, 1820"
13586,Hemiphanes hortense,"Rossem, 1987"
13587,Hemiphanes townesi,"Rossem, 1981"
13588,Hemiptarsenus fulvicollis,"Westwood, 1833"
13589,Hemiptarsenus ornatus,"Nees, 1834"
13590,Hemiptarsenus unguicellus,"Zetterstedt, 1838"
13591,Hemiptarsenus waterhousii,"Westwood, 1833"
13592,Hemistola chrysoprasaria,"Esper, 1795"
13593,Hemitarsonemus ganeo,"Magowski, 2012"
13594,Hemiteles bipunctator,"Thunberg, 1824"
13595,Hemiteles similis,"Gmelin, 1790"
13596,Hemithea aestivaria,"Hübner, 1789"
13597,Hemitrichapion reflexum,"Gyllenhal, 1833"
13598,Hemitrichus seniculus,"Nees, 1834"
13599,Hemiurus appendiculatus,"Rudolphi, 1802"
13600,Hemiurus communis,"Odhner, 1905"
13601,Hemiurus luehei,"Odhner, 1905"
13602,Hemyda obscuripennis,"Meigen, 1824"
13603,Hemyda vittata,"Meigen, 1824"
13604,Henia vesuviana,"Newport, 1845"
13605,Henlea perpusilla,"Friend, 1911"
13606,Henlea ventriculosa,"Udekem, 1854"
13607,Henosepilachna argus,"Geoffroy, 1785"
13608,Henosepilachna vigintioctopunctata,"Fabricius, 1775"
13609,Henoticus californicus,"Mannerheim, 1843"
13610,Henoticus serratus,"Gyllenhal, 1808"
13611,Henschia collina,"Boheman, 1850"
13612,Hephathus nanus,"Herrich-Schäffer, 1835"
13613,Hepialus humuli,"Linnaeus, 1758"
13614,Hepiopelmus melanogaster,"Gmelin, 1790"
13615,Hepiopelmus variegatorius,"Panzer, 1800"
13616,Heptagenia coerulans,"Rostock, 1877"
13617,Heptagenia flava,"Rostock, 1877"
13618,Heptagenia longicauda,"Stephens, 1836"
13619,Heptagenia sulphurea,"Müller, 1776"
13620,Heptamelus ochroleucus,"Stephens, 1835"
13621,Heptatoma pellucens,"Fabricius, 1776"
13622,Heptaulacus testudinarius,"Fabricius, 1775"
13623,Hercinothrips bicinctus,"Bagnall, 1919"
13624,Hercinothrips dimidiatus,"Hood, 1937"
13625,Hercinothrips femoralis,"Reuter, 1891"
13626,Hercostomus chetifer,"Walker, 1849"
13627,Hercostomus exarticulatus,"Loew, 1857"
13628,Hercostomus fulvicaudis,"Haliday, 1851"
13629,Hercostomus germanus,"Wiedemann, 1817"
13630,Hercostomus gracilis,"Stannius, 1831"
13631,Hercostomus longiventris,"Loew, 1857"
13632,Hercostomus nanus,"Macquart, 1827"
13633,Hercostomus nigrilamellatus,"Macquart, 1827"
13634,Hercostomus nigripennis,"Fallén, 1823"
13635,Hercostomus nigriplantis,"Stannius, 1831"
13636,Hercostomus pilifer,"Loew, 1859"
13637,Hercostomus plagiatus,"Loew, 1857"
13638,Hercostomus rothi,"Zetterstedt, 1859"
13639,Hercostomus rusticus,"Meigen, 1824"
13640,Hercostomus verbekei,"Pollet, 1993"
13641,Hercostomus vockerothi,"d'Assis Fonseca, 1976"
13642,Hercus fontinalis,"Holmgren, 1857"
13643,Heresiarches eudoxius,"Wesmael, 1845"
13644,Heriades truncorum,"Linnaeus, 1758"
13645,Herina frondescentiae,"Linnaeus, 1758"
13646,Herina nigrina,"Meigen, 1826"
13647,Herina palustris,"Meigen, 1826"
13648,Heringia brevidens,"Egger, 1865"
13649,Heringia heringi,"Zetterstedt, 1843"
13650,Heringia latitarsis,"Egger, 1865"
13651,Heringia pubescens,"Delucchi & Pschorn Walcher, 1955"
13652,Heringia senilis,"Sack, 1938"
13653,Heringia verrucula,"Collin, 1931"
13654,Heringia vitripennis,"Meigen, 1822"
13655,Heringina guttata,"Fallén, 1814"
13656,Heringocrania unimaculella,"Zetterstedt, 1839"
13657,Hermaea bifida,"Montagu, 1815"
13658,Hermaeophaga mercurialis,"Fabricius, 1793"
13659,Hermania scabra,"Müller, 1784"
13660,Hermannia gibba,"Koch, 1839"
13661,Hermannia nodosa,"Michael, 1888"
13662,Hermannia subglabra,"Berlese, 1910"
13663,Hermanniella dolosa,"Grandjean, 1931"
13664,Hermanniella granulata,"Nicolet, 1855"
13665,Hermanniella punctulata,"Berlese, 1908"
13666,Hermanniella septentrionalis,"Berlese, 1910"
13667,Hermetia illucens,"Linnaeus, 1758"
13668,Herminia grisealis,"Denis & Schiffermüller, 1775"
13669,Herminia tarsicrinalis,"Knoch, 1782"
13670,Herminia tarsipennalis,"Treitschke, 1835"
13671,Hermodice carunculata,"Pallas, 1766"
13672,Herniosina bequaerti,"Villeneuve, 1917"
13673,Herpestes javanicus,"Geoffroy Saint-Hilaire, 1818"
13674,Herpestomus arridens,"Gravenhorst, 1829"
13675,Herpestomus brunnicornis,"Gravenhorst, 1829"
13676,Herpestomus nasutus,"Wesmael, 1845"
13677,Herpetocypris brevicaudata,"Kaufmann, 1900"
13678,Herpetocypris chevreuxi,"Sars, 1896"
13679,Herpetocypris reptans,"Baird, 1835"
13680,Herrmannella rostrata,"Canu, 1891"
13681,Hesionura elongata,"Southern, 1914"
13682,Hesperia comma,"Linnaeus, 1758"
13683,Hesperocorixa castanea,"Thomson, 1869"
13684,Hesperocorixa linnaei,"Fieber, 1848"
13685,Hesperocorixa moesta,"Fieber, 1848"
13686,Hesperocorixa sahlbergi,"Fieber, 1848"
13687,Heterakis dispar,"Schrank, 1790"
13688,Heterakis gallinarum,"Schrank, 1788"
13689,Heterakis isolonche,"von Linstow, 1906"
13690,Heterakis spumosa,"Schneider, 1866"
13691,Heteranomia squamula,"Linnaeus, 1758"
13692,Heterarthrus cuneifrons,"Altenhofer & Zombori, 1987"
13693,Heterarthrus fiora,"Liston, 2019"
13694,Heterarthrus leucomela,"Klug, 1818"
13695,Heterarthrus microcephalus,"Klug, 1818"
13696,Heterarthrus nemoratus,"Fallén, 1808"
13697,Heterarthrus ochropoda,"Klug, 1818"
13698,Heterarthrus vagans,"Fallén, 1808"
13699,Heterarthrus wuestneii,"Konow, 1905"
13700,Heterhelus scutellaris,"Heer, 1841"
13701,Heterhelus solani,"Heer, 1841"
13702,Heterischnus anomalus,"Wesmael, 1857"
13703,Heterischnus filiformis,"Gravenhorst, 1829"
13704,Heterischnus solitarius,"Habermehl, 1917"
13705,Heterischnus truncator,"Fabricius, 1798"
13706,Heterobostrychus aequalis,"Waterhouse, 1884"
13707,Heterocephalobus elongatus,"De Man, 1880"
13708,Heterocephalobus filiformis,"De Man, 1880"
13709,Heterocephalobus longicaudatus,"Bütschli, 1873"
13710,Heterocerus crinitus,"Kiesenwetter, 1850"
13711,Heterocerus fenestratus,"Thunberg, 1784"
13712,Heterocerus flexuosus,"Stephens, 1828"
13713,Heterocerus fossor,"Kiesenwetter, 1843"
13714,Heterocerus fusculus,"Kiesenwetter, 1843"
13715,Heterocerus hispidulus,"Kiesenwetter, 1843"
13716,Heterocerus intermedius,"Kiesenwetter, 1843"
13717,Heterocerus marginatus,"Fabricius, 1787"
13718,Heterocerus maritimus,"Guérin-Méneville, 1844"
13719,Heterocerus obsoletus,"Curtis, 1828"
13720,Heterocheila buccata,"Fallén, 1820"
13721,Heterococcus nudus,"Green, 1926"
13722,Heterocope saliens,"Lilljeborg, 1862"
13723,Heterocordylus genistae,"Scopoli, 1763"
13724,Heterocordylus leptocerus,"Kirschbaum, 1856"
13725,Heterocordylus tibialis,"Hahn, 1833"
13726,Heterocordylus tumidicornis,"Herrich-Schaeffer, 1835"
13727,Heterocypris incongruens,"Ramdohr, 1808"
13728,Heterocypris salina,"Brady, 1868"
13729,Heterocythereis albomaculata,"Baird, 1838"
13730,Heterodera arenaria,"Cooper, 1955"
13731,Heterodera avenae,"Wollenweber, 1924"
13732,Heterodera betae,"Wouts, Rumpenhorst & Sturhan, 2001"
13733,Heterodera bifenestra,"Cooper, 1965"
13734,Heterodera carotae,"Jones, 1950"
13735,Heterodera cruciferae,"Franklin, 1945"
13736,Heterodera daverti,"Wouts & Sturhan, 1978"
13737,Heterodera fici,"Kirjanova, 1954"
13738,Heterodera goettingiana,"Liebscher, 1892"
13739,Heterodera hordecalis,"Andersson, 1975"
13740,Heterodera humuli,"Filipjev, 1934"
13741,Heterodera mani,"Mathews, 1971"
13742,Heterodera rosii,"Duggan & Brennan, 1966"
13743,Heterodera sacchari,"Luc & Merny, 1963"
13744,Heterodera schachtii,"Schmidt, 1871"
13745,Heterodera spinicaudata,"Wouts & al., 1995"
13746,Heterodera trifolii,"Goffart, 1932"
13747,Heterodera urticae,"Cooper, 1955"
13748,Heterodera ustinovi,"Kirjanova, 1969"
13749,Heterodrilus subtilis,"Pierantoni, 1917"
13750,Heterogaster urticae,"Fabricius, 1775"
13751,Heterogenea asella,"Denis & Schiffermüller, 1775"
13752,Heterolaophonte longisetigera,"Klie, 1950"
13753,Heterolaophonte minuta,"Boeck, 1873"
13754,Heterolaophonte stroemi,"Baird, 1837"
13755,Heterolexis balteata,"Thomson, 1895"
13756,Heterolexis dictynna,"Marshall, 1895"
13757,Heterolexis subtilis,"Foerster, 1862"
13758,Heteromastus filiformis,"Claparède, 1864"
13759,Heteromeringia nigrimana,"Loew, 1864"
13760,Heteromurus major,"Moniez, 1889"
13761,Heteromurus nitidus,"Templeton, 1835"
13762,Heteromysis formosa,"Smith, 1873"
13763,Heteromysis microps,"Sars, 1877"
13764,Heteromyza atricornis,"Meigen, 1830"
13765,Heteromyza commixta,"Collin, 1901"
13766,Heteromyza oculata,"Fallén, 1820"
13767,Heteromyza rotundicornis,"Zetterstedt, 1846"
13768,Heteropelma amictum,"Fabricius, 1775"
13769,Heteropelma megarthrum,"Ratzeburg, 1848"
13770,Heteropeza pygmaea,"Winnertz, 1846"
13771,Heteropoda venatoria,"Linnaeus, 1767"
13772,Heteroprymna longicornis,"Walker, 1835"
13773,Heteropterus morpheus,"Pallas, 1771"
13774,Heterorhabditis megidis,"Poinar, Jackson & Klein, 1988"
13775,Heterosminthurus bilineatus,"Bourlet, 1842"
13776,Heterosminthurus claviger,"Gisin, 1958"
13777,Heterosminthurus insignis,"Reuter, 1876"
13778,Heterosminthurus novemlineatus,"Tullberg, 1871"
13779,Heterospilus caesus,"Nees, 1834"
13780,Heterostylodes pratensis,"Meigen, 1826"
13781,Heterotanais oerstedii,"Krøyer, 1842"
13782,Heterotanytarsus apicalis,"Kieffer, 1921"
13783,Heterothops binotatus,"Gravenhorst, 1802"
13784,Heterothops dissimilis,"Gravenhorst, 1802"
13785,Heterothops niger,"Kraatz, 1868"
13786,Heterothops praevius,"Erichson, 1839"
13787,Heterothops quadripunctulus,"Gravenhorst, 1806"
13788,Heterothops stiglundbergi,"Israelson, 1979"
13789,Heterotoma planicornis,"Pallas, 1772"
13790,Heterotrioza chenopodii,"Reuter, 1876"
13791,Heterotrissocladius marcidus,"Walker, 1856"
13792,Heterozetes palustris,"Willmann, 1917"
13793,Hexarthra fennica,"Levander, 1892"
13794,Hexarthra mira,"Hudson, 1871"
13795,Hexarthrum exiguum,"Boheman, 1838"
13796,Hexatoma gaedii,"Meigen, 1830"
13797,Hexatoma nubeculosa,"Burmeister, 1829"
13798,Hexatylus viviparus,"Goodey, 1926"
13799,Hexaxonopsis romijni,"Viets, 1923"
13800,Hexomyza sarothamni,"Hendel, 1923"
13801,Hexomyza simplicoides,"Hendel, 1920"
13802,Hiatella arctica,"Linnaeus, 1767"
13803,Hieracolichus nisi,"Canestrini, 1878"
13804,Hilara aartseni,"Chvála, 1997"
13805,Hilara albipennis,"von Roser, 1840"
13806,Hilara albitarsis,"von Roser, 1840"
13807,Hilara anglodanica,"Lundbeck, 1913"
13808,Hilara angustifrons,"Strobl, 1892"
13809,Hilara apta,"Collin, 1927"
13810,Hilara beckeri,"Strobl, 1892"
13811,Hilara biseta,"Collin, 1927"
13812,Hilara brevistyla,"Collin, 1927"
13813,Hilara brevivittata,"Macquart, 1827"
13814,Hilara canescens,"Zetterstedt, 1849"
13815,Hilara cantabrica,"Strobl, 1899"
13816,Hilara chorica,"Fallén, 1816"
13817,Hilara cilipes,"Meigen, 1822"
13818,Hilara clypeata,"Meigen, 1822"
13819,Hilara cornicula,"Loew, 1873"
13820,Hilara curtisi,"Collin, 1927"
13821,Hilara discalis,"Chvála, 1996"
13822,Hilara discoidalis,"Lundbeck, 1910"
13823,Hilara flavipes,"Meigen, 1822"
13824,Hilara fuscipes,"Fabricius, 1794"
13825,Hilara gallica,"Meigen, 1804"
13826,Hilara gooti,"Chvála, 1999"
13827,Hilara griseifrons,"Collin, 1927"
13828,Hilara griseola,"Zetterstedt, 1838"
13829,Hilara hirtipes,"Collin, 1927"
13830,Hilara interstincta,"Fallén, 1816"
13831,Hilara lasiochira,"Strobl, 1892"
13832,Hilara litorea,"Fallén, 1816"
13833,Hilara longivittata,"Zetterstedt, 1842"
13834,Hilara lugubris,"Zetterstedt, 1819"
13835,Hilara lundbecki,"Frey, 1913"
13836,Hilara lurida,"Fallén, 1816"
13837,Hilara macquarti,"Straka, 1985"
13838,Hilara manicata,"Meigen, 1822"
13839,Hilara maura,"Fabricius, 1776"
13840,Hilara medeteriformis,"Collin, 1961"
13841,Hilara media,"Collin, 1927"
13842,Hilara monedula,"Collin, 1927"
13843,Hilara nigrina,"Fallén, 1816"
13844,Hilara nigrocincta,"De Meijere, 1935"
13845,Hilara nitidorella,"Chvála, 1996"
13846,Hilara nitidula,"Zetterstedt, 1838"
13847,Hilara obscura,"Meigen, 1822"
13848,Hilara pilipes,"Zetterstedt, 1838"
13849,Hilara pilosa,"Zetterstedt, 1842"
13850,Hilara primula,"Collin, 1927"
13851,Hilara pseudochorica,"Strobl, 1892"
13852,Hilara pseudosartrix,"Strobl, 1892"
13853,Hilara quadrifasciata,"Chvala, 2002"
13854,Hilara quadrivittata,"Meigen, 1822"
13855,Hilara recedens,"Walker, 1851"
13856,Hilara rejecta,"Collin, 1927"
13857,Hilara sturmii,"Wiedemann, 1822"
13858,Hilara subpollinosa,"Collin, 1927"
13859,Hilara tenella,"Fallén, 1816"
13860,Hilara thoracica,"Macquart, 1827"
13861,Hilara veltmani,"Chvála, 1999"
13862,Hilara woodiella,"Chvála, 1999"
13863,Hilbigneris gracilis,"Ehlers, 1868"
13864,Himacerus apterus,"Fabricius, 1798"
13865,Himacerus boops,"Schiødte, 1870"
13866,Himacerus major,"Costa, 1842"
13867,Himacerus mirmicoides,"Costa, 1834"
13868,Himantopus himantopus,"Linnaeus, 1758"
13869,Himasthla continua,"Loos-Frank, 1967"
13870,Himasthla elongata,"Mehlis, 1831"
13871,Himasthla interrupta,"Loos-Frank, 1967"
13872,Himasthla leptosoma,"Creplin, 1829"
13873,Himasthla militaris,"Rudolphi, 1802"
13874,Himasthla secunda,"Nicoll, 1906"
13875,Himerta defectiva,"Gravenhorst, 1820"
13876,Himerta sepulchralis,"Holmgren, 1876"
13877,Hipparchia fagi,"Scopoli, 1763"
13878,Hipparchia semele,"Linnaeus, 1758"
13879,Hipparchia statilinus,"Hufnagel, 1766"
13880,Hippasteria phrygiana,"Parelius, 1768"
13881,Hippeutis complanatus,"Linnaeus, 1758"
13882,Hippobosca equina,"Linnaeus, 1758"
13883,Hippocampus guttulatus,"Leach, 1814"
13884,Hippocampus hippocampus,"Linnaeus, 1758"
13885,Hippodamia convergens,"Guérin-Méneville, 1842"
13886,Hippodamia septemmaculata,"De Geer, 1775"
13887,Hippodamia tredecimpunctata,"Linnaeus, 1758"
13888,Hippodamia variegata,"Goeze, 1777"
13889,Hippoglossoides platessoides,"Fabricius, 1780"
13890,Hippoglossus hippoglossus,"Linnaeus, 1758"
13891,Hippolais icterina,"Vieillot, 1817"
13892,Hippolais polyglotta,"Vieillot, 1817"
13893,Hippolyte leptocerus,"Heller, 1863"
13894,Hippolyte varians,"Leach, 1814"
13895,Hippomedon denticulatus,"Bate, 1857"
13896,Hippotion celerio,"Linnaeus, 1758"
13897,Hippuriphila modeeri,"Linnaeus, 1760"
13898,Hirschmanniella caudacrena,"Sher, 1968"
13899,Hirschmanniella gracilis,"De Man, 1880"
13900,Hirschmanniella loofi,"Sher, 1968"
13901,Hirticollis hispidus,"Rossi, 1792"
13902,Hirtodrosophila confusa,"Staeger, 1844"
13903,Hirudo medicinalis,"Linnaeus, 1758"
13904,Hirundapus caudacutus,"Latham, 1801"
13905,Hirundichthys speculiger,"Valenciennes, 1847"
13906,Hirundiniella gracilis,"Burmeister, 1838"
13907,Hirundiniella tenuis,"Burmeister, 1838"
13908,Hirundo rustica,"Linnaeus, 1758"
13909,Hispa atra,"Linnaeus, 1767"
13910,Hispaniolepis villosa,"Bloch, 1782"
13911,Hister bissexstriatus,"Fabricius, 1801"
13912,Hister helluo,"Truqui, 1852"
13913,Hister quadrinotatus,"Scriba, 1790"
13914,Hister unicolor,"Linnaeus, 1758"
13915,Histeromerus canadensis,"Ashmead, 1891"
13916,Histeromerus mystacinus,"Wesmael, 1838"
13917,Histiogaster carpio,"Kramer, 1882"
13918,Histiostoma berghi,"Jensen, 1895"
13919,Histiostoma brevimanus,"Oudemans, 1914"
13920,Histiostoma crenulatus,"Oudemans, 1909"
13921,Histiostoma dugesi,"Claparède, 1868"
13922,Histiostoma feronarium,"Dufour, 1839"
13923,Histiostoma insulare,"Oudemans, 1914"
13924,Histiostoma laevis,"Oudemans, 1929"
13925,Histiostoma litoralis,"Oudemans, 1914"
13926,Histiostoma maritimus,"Oudemans, 1914"
13927,Histiostoma neglectus,"Oudemans, 1902"
13928,Histiostoma phyllophorum,"Oudemans, 1905"
13929,Histiostoma phyllotrichus,"Berlese, 1883"
13930,Histiostoma polypori,"Oudemans, 1914"
13931,Histiostoma radiferum,"Scheucher, 1957"
13932,Histiostoma sapromyzarum,"Dufour, 1839"
13933,Histopona torpida,"Koch, 1837"
13934,Histrionicus histrionicus,"Linnaeus, 1758"
13935,Hobbya stenonota,"Ratzeburg, 1848"
13936,Hockeria unicolor,"Walker, 1834"
13937,Hofmannophila pseudospretella,"Stainton, 1849"
13938,Hohorstiella gigantea,"Denny, 1842"
13939,Holaspina alstoni,"Evans, 1956"
13940,Holcaeus calligetus,"Walker, 1839"
13941,Holcaeus compressus,"Walker, 1836"
13942,Holcaeus gorgasus,"Walker, 1839"
13943,Holcaeus gracilis,"Walker, 1836"
13944,Holcaeus stenogaster,"Walker, 1836"
13945,Holcaeus stylatus,"Graham, 1969"
13946,Holcocranum saturejae,"Kolenati, 1845"
13947,Holcogaster fibulata,"Germar, 1831"
13948,Holcopelte obscura,"Foerster, 1841"
13949,Holcopelte sulciscuta,"Thomson, 1878"
13950,Holcostethus sphacelatus,"Fabricius, 1794"
13951,Holcotetrastichus rhosaces,"Walker, 1839"
13952,Holobus apicatus,"Erichson, 1837"
13953,Holobus flavicornis,"Lacordaire, 1835"
13954,Holocentropus dubius,"Rambur, 1842"
13955,Holocentropus insignis,"Martynov, 1924"
13956,Holocentropus picicornis,"Stephens, 1836"
13957,Holocentropus stagnalis,"Albarda, 1874"
13958,Holocnemus pluchei,"Scopoli, 1763"
13959,Hololepta plana,"Sulzer, 1776"
13960,Holomenopon leucoxanthum,"Burmeister, 1838"
13961,Holomenopon loomisii,"Kellogg, 1896"
13962,Holomenopon maxbeieri,"Eichler, 1954"
13963,Holomenopon tadornae,"Gervais, 1844"
13964,Holoparamecus depressus,"Curtis, 1833"
13965,Holoparamecus ragusae,"Reitter, 1875"
13966,Holoparamecus singularis,"Beck, 1817"
13967,Holoparasitus calcaratus,"Koch, 1839"
13968,Holoparasitus excisus,"Berlese, 1905"
13969,Holoparasitus inornatus,"Berlese, 1906"
13970,Holoparasitus stramenti,"Karg, 1971"
13971,Holopedium gibberum,"Zaddach, 1855"
13972,Holoplagia transversalis,"Loew, 1846"
13973,Holopyga austrialis,"Linsenmaier, 1959"
13974,Holopyga generosa,"Förster, 1853"
13975,Holopyga ignicollis,"Dahlbom, 1854"
13976,Holopyga inflammata,"Förster, 1853"
13977,Holostaspella ornata,"Oudemans, 1931"
13978,Holothrips schaubergeri,"Priesner, 1920"
13979,Holotrichapion aethiops,"Herbst, 1797"
13980,Holotrichapion ononis,"Kirby, 1808"
13981,Holotrichapion pisi,"Fabricius, 1801"
13982,Holotrichia parallela,"Motschulsky, 1854"
13983,Homalenotus quadridentatus,"Cuvier, 1795"
13984,Homalocephala biumbrata,"Wahlberg, 1838"
13985,Homalota plana,"Gyllenhal, 1810"
13986,Homalotyloidea erginus,"Walker, 1837"
13987,Homalotyloidea nowickyi,"Hoffer, 1957"
13988,Homalotylus eytelweinii,"Ratzeburg, 1844"
13989,Homarus gammarus,"Linnaeus, 1758"
13990,Homaspis flavicornis,"Holmgren, 1857"
13991,Homaspis rufina,"Gravenhorst, 1829"
13992,Homilia leucophaea,"Rambur, 1842"
13993,Homochaeta lactea,"Cernosvitov, 1937"
13994,Homochaeta naidina,"Bretscher, 1896"
13995,Homoeosoma nebulella,"Denis & Schiffermüller, 1775"
13996,Homoeosoma nimbella,"Duponchel, 1837"
